채널,상품명,상품,주차,매출,수량
옥션,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 6개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,2주차,23890.0,1.0
옥션,클라리온 트리플 마그네슘 400 36g 30정 1개,마그네슘,1주차,27930.0,7.0
옥션,클라리온 트리플 마그네슘 400 36g 30정 1개,마그네슘,2주차,7980.0,2.0
옥션,클라리온 트리플 마그네슘 400 36g 30정 5개,마그네슘,1주차,19900.0,1.0
옥션,클라리온 트리플 마그네슘 400 36g 30정 6개,마그네슘,1주차,23890.0,1.0
옥션,클라리온 트리플 마그네슘 400 36g 30정 6개,마그네슘,2주차,23890.0,1.0
옥션,클라리온 혈당컷 다이어트 28.5g 30정 1개 녹차 카테킨 혈당케어,혈당컷,1주차,35910.0,9.0
옥션,클라리온 혈당컷 다이어트 28.5g 30정 1개 녹차 카테킨 혈당케어,혈당컷,3주차,15960.0,4.0
옥션,클라리온 혈당컷 다이어트 28.5g 30정 3개 녹차 카테킨 혈당케어,혈당컷,2주차,11950.0,1.0
옥션,클라리온 혈당컷 다이어트 28.5g 30정 5개 + 쇼핑백,혈당컷,2주차,21400.0,1.0
옥션,클라리온 혈당컷 다이어트 28.5g 30정 6개 녹차 카테킨 혈당케어,혈당컷,1주차,47780.0,2.0
옥션,클라리온 혈당컷 다이어트 28.5g 30정 6개 녹차 카테킨 혈당케어,혈당컷,2주차,23890.0,1.0
지마켓,클라리온 1인 가구템 5종 세트 (멀티비타민+비타민C+오메가3+루테인+MSM),세트/기획전,2주차,19900.0,1.0
지마켓,클라리온 rTG 알티지 오메가3 25.05g 30캡슐 3개 EPA DHA 비타민A 비타민D,오메가3,2주차,23900.0,2.0
지마켓,클라리온 rTG 알티지 오메가3 25.05g 30캡슐 3개 EPA DHA 비타민A 비타민D,오메가3,3주차,11950.0,1.0
지마켓,클라리온 rTG 알티지 오메가3 25.05g 30캡슐 5개 EPA DHA 비타민A 비타민D,오메가3,1주차,139300.0,7.0
지마켓,클라리온 rTG 알티지 오메가3 25.05g 30캡슐 5개 EPA DHA 비타민A 비타민D,오메가3,2주차,39800.0,2.0
지마켓,클라리온 rTG 알티지 오메가3 25.05g 30캡슐 5개 EPA DHA 비타민A 비타민D,오메가3,3주차,39800.0,2.0
지마켓,클라리온 rTG 알티지 오메가3 25.05g 30캡슐 6개 EPA DHA 비타민A 비타민D,오메가3,1주차,47780.0,2.0
지마켓,클라리온 rTG 알티지 오메가3 25.05g 30캡슐 6개 EPA DHA 비타민A 비타민D,오메가3,2주차,71670.0,3.0
지마켓,클라리온 루테인 15g 30캡슐 3개 눈건강,루테인,2주차,11950.0,1.0
지마켓,클라리온 루테인 15g 30캡슐 6개 눈건강,루테인,1주차,47780.0,2.0
지마켓,클라리온 루테인 15g 30캡슐 6개 눈건강,루테인,2주차,-47780.0,-2.0
지마켓,클라리온 엠에스엠 MSM 54g 60캡슐 5개 비타민D 관절 연골,MSM,2주차,39800.0,2.0
지마켓,클라리온 유기농 올리브오일 30g 30캡슐 3개 올리브캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,3주차,11950.0,1.0
지마켓,클라리온 유기농 올리브오일 30g 30캡슐 5개 올리브캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,1주차,39800.0,2.0
지마켓,클라리온 유기농 올리브오일 30g 30캡슐 5개 올리브캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,2주차,119400.0,6.0
지마켓,클라리온 유기농 올리브오일 30g 30캡슐 5개 올리브캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,3주차,39800.0,2.0
지마켓,클라리온 유기농 올리브오일 30g 30캡슐 6개 올리브캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,2주차,23890.0,1.0
지마켓,클라리온 유기농 올리브오일 30g 30캡슐 6개 올리브캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,3주차,23890.0,1.0
지마켓,클라리온 종합 멀티비타민 24g 30정 1개 미네랄,멀티비타민,2주차,3990.0,1.0
지마켓,클라리온 종합 멀티비타민 24g 30정 3개 미네랄,멀티비타민,2주차,11950.0,1.0
지마켓,클라리온 종합 멀티비타민 24g 30정 5개 미네랄,멀티비타민,1주차,19900.0,1.0
지마켓,클라리온 종합 멀티비타민 24g 30정 5개 미네랄,멀티비타민,2주차,19900.0,1.0
지마켓,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 1개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,2주차,39900.0,10.0
지마켓,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 1개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,3주차,3990.0,1.0
지마켓,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 5개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,1주차,59700.0,3.0
지마켓,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 5개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,2주차,-19900.0,-1.0
지마켓,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 5개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,3주차,19900.0,1.0
지마켓,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 6개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,1주차,23890.0,1.0
지마켓,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 6개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,2주차,23890.0,1.0
지마켓,클라리온 코엔자임 Q10 코큐텐 15g 30캡슐 6개 항산화 혈압건강 비타민E 셀렌,코엔자임Q10,3주차,23890.0,1.0
지마켓,클라리온 트리플 마그네슘 400 36g 30정 1개,마그네슘,3주차,7980.0,2.0
지마켓,클라리온 트리플 마그네슘 400 36g 30정 5개,마그네슘,3주차,79600.0,4.0
지마켓,클라리온 혈당컷 다이어트 28.5g 30정 3개 녹차 카테킨 혈당케어,혈당컷,1주차,35850.0,3.0
지마켓,클라리온 혈당컷 다이어트 28.5g 30정 3개 녹차 카테킨 혈당케어,혈당컷,2주차,11950.0,1.0
지마켓,클라리온 혈당컷 다이어트 28.5g 30정 5개 녹차 카테킨 혈당케어,혈당컷,1주차,139300.0,7.0
지마켓,클라리온 혈당컷 다이어트 28.5g 30정 5개 녹차 카테킨 혈당케어,혈당컷,2주차,59700.0,3.0
지마켓,클라리온 혈당컷 다이어트 28.5g 30정 5개 녹차 카테킨 혈당케어,혈당컷,3주차,79600.0,4.0
지마켓,클라리온 혈당컷 다이어트 28.5g 30정 6개 녹차 카테킨 혈당케어,혈당컷,1주차,23890.0,1.0
지마켓,클라리온 혈당컷 다이어트 28.5g 30정 6개 녹차 카테킨 혈당케어,혈당컷,2주차,23890.0,1.0
쿠팡,(쇼핑백 포함) 클라리온 코엔자임 Q10 코큐텐 30캡슐,코엔자임Q10,1주차,21400.0,1.0
쿠팡,클라리온 2030 밸런스 3종 세트 (혈당컷 다이어트 + 멀티비타민+ 올리브오일),세트/기획전,1주차,11950.0,1.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 1박스,오메가3,1주차,31920.0,8.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 2박스,오메가3,1주차,23940.0,3.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 3박스,오메가3,1주차,59750.0,5.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 5박스,오메가3,1주차,477600.0,24.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 6박스,오메가3,1주차,2126210.0,89.0
쿠팡,클라리온 루테인 30캡슐 3박스 눈건강,루테인,1주차,11950.0,1.0
쿠팡,클라리온 루테인 30캡슐 6박스 눈건강,루테인,1주차,23890.0,1.0
쿠팡,클라리온 멀티비타민 미네랄 30정 2박스,멀티비타민,1주차,7980.0,1.0
쿠팡,클라리온 멀티비타민 미네랄 30정 5박스,멀티비타민,1주차,39800.0,2.0
쿠팡,클라리온 밀크씨슬 비타민B 30정 2박스 간영양제 면역력,밀크씨슬,1주차,7980.0,1.0
쿠팡,클라리온 비타민C 30정 5박스 비타민씨,비타민C,1주차,19900.0,1.0
쿠팡,클라리온 야근러 집중템 3종 세트 (멀티비타민+알티지오메가3+루테인),세트/기획전,1주차,11950.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 2박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,1주차,15960.0,2.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 5박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,1주차,417900.0,21.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 6박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,1주차,334460.0,14.0
쿠팡,클라리온 칼마디아K 30정 1박스 칼슘 마그네슘 비타민D 아연 비타민K 망간,칼마디아K,1주차,3990.0,1.0
쿠팡,클라리온 칼마디아K 30정 3박스 칼슘 마그네슘 비타민D 아연 비타민K 망간,칼마디아K,1주차,23900.0,2.0
쿠팡,클라리온 코엔자임 Q10 코큐텐 30캡슐,코엔자임Q10,1주차,218950.0,13.0
쿠팡,클라리온 트리플 마그네슘 400 30정 1박스,마그네슘,1주차,71650.0,4.0
쿠팡,클라리온 혈당컷 다이어트 30정 5박스 녹차 카테킨 바나바잎,혈당컷,1주차,39800.0,2.0
쿠팡,클라리온 혈당컷 다이어트 30정 6박스 녹차 카테킨 바나바잎,혈당컷,1주차,95560.0,4.0
쿠팡,클라리온 MSM 엠에스엠 60정 2박스 관절 연골 뼈,MSM,2주차,7980.0,1.0
쿠팡,클라리온 MSM 엠에스엠 60정 4박스 관절 연골 뼈,MSM,2주차,15940.0,1.0
쿠팡,클라리온 MSM 엠에스엠 60정 5박스 관절 연골 뼈,MSM,2주차,19900.0,1.0
쿠팡,클라리온 MSM 엠에스엠 60정 6박스 관절 연골 뼈,MSM,2주차,23890.0,1.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 1박스,오메가3,2주차,43890.0,11.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 2박스,오메가3,2주차,23940.0,3.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 3박스,오메가3,2주차,67250.0,5.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 5박스,오메가3,2주차,875600.0,44.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 6박스,오메가3,2주차,1385620.0,58.0
쿠팡,클라리온 루테인 30캡슐 5박스 눈건강,루테인,2주차,19900.0,1.0
쿠팡,클라리온 멀티비타민 미네랄 30정 1박스,멀티비타민,2주차,7980.0,2.0
쿠팡,클라리온 비타민C 30정 2박스 비타민씨,비타민C,2주차,7980.0,1.0
쿠팡,클라리온 비타민C 30정 5박스 비타민씨,비타민C,2주차,19900.0,1.0
쿠팡,클라리온 비타민C 30정 6박스 + 쇼핑백,비타민C,2주차,25390.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 1박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,2주차,3990.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 2박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,2주차,7980.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 3박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,2주차,14450.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 5박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,2주차,278600.0,14.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 6박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,2주차,167230.0,7.0
쿠팡,클라리온 칼마디아K 30정 5박스 칼슘 마그네슘 비타민D 아연 비타민K 망간,칼마디아K,2주차,39800.0,2.0
쿠팡,클라리온 칼마디아K 30정 6박스 칼슘 마그네슘 비타민D 아연 비타민K 망간,칼마디아K,2주차,23890.0,1.0
쿠팡,클라리온 코엔자임 Q10 코큐텐 30캡슐,코엔자임Q10,2주차,230900.0,11.0
쿠팡,클라리온 클라리온 비타민C 30정 3박스 비타민씨,비타민C,2주차,11950.0,1.0
쿠팡,클라리온 트리플 마그네슘 400 30정 1박스,마그네슘,2주차,39850.0,5.0
쿠팡,클라리온 혈당컷 다이어트 30정 1박스 녹차 카테킨 바나바잎,혈당컷,2주차,3990.0,1.0
쿠팡,클라리온 혈당컷 다이어트 30정 2박스 녹차 카테킨 바나바잎,혈당컷,2주차,7980.0,1.0
쿠팡,클라리온 혈당컷 다이어트 30정 5박스 녹차 카테킨 바나바잎,혈당컷,2주차,39800.0,2.0
쿠팡,클라리온 혈당컷 다이어트 30정 6박스 녹차 카테킨 바나바잎,혈당컷,2주차,71670.0,3.0
쿠팡,(쇼핑백 포함) 트리플 마그네슘 400 30정,마그네슘,3주차,21400.0,1.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 1박스,오메가3,3주차,31920.0,8.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 2박스,오메가3,3주차,7980.0,1.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 5박스,오메가3,3주차,1492500.0,75.0
쿠팡,클라리온 rTG 알티지 오메가3 30캡슐 6박스,오메가3,3주차,477800.0,20.0
쿠팡,클라리온 루테인 30캡슐 5박스 눈건강,루테인,3주차,19900.0,1.0
쿠팡,클라리온 멀티비타민 미네랄 30정 5박스,멀티비타민,3주차,39800.0,2.0
쿠팡,클라리온 밀크씨슬 비타민B 30정 6박스 간영양제 면역력,밀크씨슬,3주차,47780.0,2.0
쿠팡,클라리온 알티지 오메가3 30캡슐 6박스 + 쇼핑백,오메가3,3주차,25390.0,1.0
쿠팡,클라리온 야식러 안심템 3종 세트 (혈당컷 다이어트 + 밀크씨슬 + 오메가3),세트/기획전,3주차,11950.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 2박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,3주차,7980.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 3박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,3주차,14450.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 5개 + 쇼핑백,올리브오일,3주차,21400.0,1.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 5박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,3주차,298500.0,15.0
쿠팡,클라리온 유기농 올리브오일 30캡슐 6박스 올리브유 캡슐 스페인산 냉압착 저산도 엑스트라버진,올리브오일,3주차,334460.0,14.0
쿠팡,클라리온 코엔자임 Q10 코큐텐 30캡슐,코엔자임Q10,3주차,234840.0,13.0
쿠팡,클라리온 트리플 마그네슘 400 30정 1박스,마그네슘,3주차,27880.0,3.0
쿠팡,클라리온 혈당컷 다이어트 30정 1박스 녹차 카테킨 바나바잎,혈당컷,3주차,47880.0,12.0
쿠팡,클라리온 혈당컷 다이어트 30정 3박스 녹차 카테킨 바나바잎,혈당컷,3주차,11950.0,1.0
쿠팡,클라리온 혈당컷 다이어트 30정 5박스 녹차 카테킨 바나바잎,혈당컷,3주차,19900.0,1.0
쿠팡,클라리온 혈당컷 다이어트 30정 6박스 녹차 카테킨 바나바잎,혈당컷,3주차,23890.0,1.0
GS SHOP,오메가3 +9종 딜,세트/기획전,1주차,12367.0,1.0
GS SHOP,코엔자임 Q10 코큐텐 1박스,코엔자임Q10,1주차,363411.0,33.0
GS SHOP,코엔자임 Q10 코큐텐 2박스,코엔자임Q10,1주차,218697.0,11.0
GS SHOP,코엔자임 Q10 코큐텐 3박스,코엔자임Q10,1주차,344654.0,12.0
GS SHOP,클라리온 Plus MSM 엠에스엠,MSM,1주차,135342.0,6.0
GS SHOP,클라리온 Plus 루테인,루테인,1주차,201692.0,16.0
GS SHOP,클라리온 Plus 멀티비타민,멀티비타민,1주차,122056.0,8.0
GS SHOP,클라리온 Plus 밀크씨슬 비타민B,밀크씨슬,1주차,163391.0,13.0
GS SHOP,클라리온 Plus 비타민C,비타민C,1주차,80038.0,4.0
GS SHOP,클라리온 Plus 알티지오메가3,오메가3,1주차,926708.0,54.0
GS SHOP,클라리온 Plus 유기농 올리브,올리브오일,1주차,3018873.0,259.0
GS SHOP,클라리온 Plus 칼마디아K,칼마디아K,1주차,83589.0,7.0
GS SHOP,클라리온 Plus 혈당컷 다이어트,혈당컷,1주차,578003.0,34.0
GS SHOP,클라리온 플러스 데일리 케어,기타/PB,1주차,28397.0,1.0
GS SHOP,클라리온 플러스 시니어 밸런스,기타/PB,1주차,28397.0,1.0
GS SHOP,클라리온 플러스 항산화 케어,기타/PB,1주차,85191.0,3.0
GS SHOP,혈당컷 +9종 딜,세트/기획전,1주차,10877.0,1.0
GS SHOP,오메가3 +9종 딜,세트/기획전,2주차,12367.0,1.0
GS SHOP,코엔자임 Q10 코큐텐 1박스,코엔자임Q10,2주차,428971.0,38.0
GS SHOP,코엔자임 Q10 코큐텐 2박스,코엔자임Q10,2주차,145529.0,7.0
GS SHOP,코엔자임 Q10 코큐텐 3박스,코엔자임Q10,2주차,324037.0,11.0
GS SHOP,클라리온 Plus MSM 엠에스엠,MSM,2주차,166607.0,11.0
GS SHOP,클라리온 Plus 루테인,루테인,2주차,177176.0,16.0
GS SHOP,클라리온 Plus 멀티비타민,멀티비타민,2주차,132250.0,10.0
GS SHOP,클라리온 Plus 밀크씨슬 비타민B,밀크씨슬,2주차,171807.0,11.0
GS SHOP,클라리온 Plus 비타민C,비타민C,2주차,12367.0,1.0
GS SHOP,클라리온 Plus 알티지오메가3,오메가3,2주차,853203.0,64.0
GS SHOP,클라리온 Plus 유기농 올리브,올리브오일,2주차,1152592.0,91.0
GS SHOP,클라리온 Plus 칼마디아K,칼마디아K,2주차,159069.0,11.0
GS SHOP,클라리온 Plus 혈당컷 다이어트,혈당컷,2주차,530426.0,28.0
GS SHOP,클라리온 플러스 우먼 밸런스,기타/PB,2주차,28397.0,1.0
GS SHOP,혈당컷 +9종 딜,세트/기획전,2주차,641743.0,59.0
GS SHOP,오메가3 +9종 딜,세트/기획전,3주차,21754.0,2.0
GS SHOP,코엔자임 Q10 코큐텐 1박스,코엔자임Q10,3주차,348064.0,32.0
GS SHOP,코엔자임 Q10 코큐텐 2박스,코엔자임Q10,3주차,98185.0,5.0
GS SHOP,코엔자임 Q10 코큐텐 3박스,코엔자임Q10,3주차,369161.0,13.0
GS SHOP,클라리온 Plus MSM 엠에스엠,MSM,3주차,39274.0,2.0
GS SHOP,클라리온 Plus 루테인,루테인,3주차,161038.0,14.0
GS SHOP,클라리온 Plus 멀티비타민,멀티비타민,3주차,108770.0,10.0
GS SHOP,클라리온 Plus 밀크씨슬 비타민B,밀크씨슬,3주차,117530.0,10.0
GS SHOP,클라리온 Plus 비타민C,비타민C,3주차,32631.0,3.0
GS SHOP,클라리온 Plus 알티지오메가3,오메가3,3주차,693062.0,46.0
GS SHOP,클라리온 Plus 유기농 올리브,올리브오일,3주차,611813.0,49.0
GS SHOP,클라리온 Plus 칼마디아K,칼마디아K,3주차,184909.0,17.0
GS SHOP,클라리온 Plus 혈당컷 다이어트,혈당컷,3주차,248346.0,18.0
GS SHOP,혈당컷 +9종 딜,세트/기획전,3주차,282802.0,26.0
